CustomerId,Surname,Geography,CreditScore,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,ChurnRisk,Status,GenderT,CustomerType,AgeDemographics,Yes_No
15605284,Outtrim,France,585,0,43,2,0,2,1,0,89402.54,0.67,Not Active Customer,Female,High Risk,Middle Aged,Existing
15605286,Moyes,France,667,1,31,1,119266.69,1,1,1,28257.63,0.01,Active Customer,Male,Retained,Middle Aged,Existing
15605447,Palermo,France,661,1,35,5,0,1,1,0,155394.52,0.01,Not Active Customer,Male,Retained,Middle Aged,Existing
15605461,Lucas,Germany,814,1,44,8,95488.82,2,0,0,107013.59,0.41,Not Active Customer,Male,Retained,Middle Aged,Existing
15605835,Rice,France,750,0,29,1,111020.29,1,1,0,72988.11265,0.98,Not Active Customer,Female,High Risk,Middle Aged,Churned
15605918,Padovesi,Germany,562,1,39,4,0,1,1,1,56939.49283,0.39,Active Customer,Male,Retained,Middle Aged,Existing
15605926,Sinclair,Germany,684,0,41,7,0,1,1,1,138394.37,0.71,Active Customer,Female,High Risk,Middle Aged,Existing
15605950,Onwuamaeze,Germany,575,0,44,2,116606.42,1,0,0,146237.3218,1,Not Active Customer,Female,High Risk,Middle Aged,Churned
15605965,Henderson,France,686,1,22,5,0,2,1,0,158974.45,0,Not Active Customer,Male,Retained,Young Dependant,Existing
15605968,Fancher,France,672,1,34,6,0,1,0,0,22736.06,0.51,Not Active Customer,Male,Retained,Middle Aged,Existing
15606149,Wood,Germany,597,0,51,5,45298.16,2,0,1,67859.29968,0.94,Active Customer,Female,High Risk,Senior Citizens,Existing
15606267,Wilson,France,630,1,40,8,0,2,1,1,42495.81,0.01,Active Customer,Male,Retained,Middle Aged,Existing
15606507,Pisani,France,714,1,25,2,0,1,1,1,132979.43,0.11,Active Customer,Male,Retained,Middle Aged,Existing
15606613,Samson,France,731,1,46,10,0,2,1,0,153015.42,0.1,Not Active Customer,Male,Retained,Senior Citizens,Existing
15606841,Ibbott,France,731,0,46,8,0,1,0,0,14424.2063,1,Not Active Customer,Female,High Risk,Senior Citizens,Churned
15607040,P'an,Spain,547,0,49,2,133800.4,1,1,0,20272.36467,1,Not Active Customer,Female,High Risk,Senior Citizens,Churned
15607098,Ahmed,Spain,550,0,48,6,0,2,1,1,191870.28,0.14,Active Customer,Female,Retained,Senior Citizens,Existing
15607133,Shih,Spain,554,0,35,10,74988.59,2,0,1,190155.13,0,Active Customer,Female,Retained,Middle Aged,Existing
15607170,Boyle,France,687,1,44,7,155997.81,2,1,0,133451.9138,0.02,Not Active Customer,Male,Retained,Middle Aged,Existing
15607178,Welch,Germany,588,0,55,5,44681.24,2,0,0,68563.43808,1,Not Active Customer,Female,High Risk,Senior Citizens,Churned
15607312,Ch'ang,Spain,605,1,36,7,128829.25,1,1,0,190588.59,0.06,Not Active Customer,Male,Retained,Middle Aged,Existing
15607347,Olisaemeka,France,577,1,41,4,89015.61,1,0,1,135227.23,0.32,Active Customer,Male,Retained,Middle Aged,Existing
15607381,King,Germany,674,0,45,6,72494.69,1,0,1,140041.78,0.88,Active Customer,Female,High Risk,Senior Citizens,Existing
15607537,Crawford,Germany,638,1,41,4,150411.77,1,0,1,51799.25915,0.51,Active Customer,Male,Retained,Middle Aged,Existing
15607598,Muravyov,Spain,754,0,49,8,95316.13,1,1,0,180933.6041,0.99,Not Active Customer,Female,High Risk,Senior Citizens,Churned
15607691,Gibson,France,615,0,44,9,126104.98,2,0,1,110718.02,0.79,Active Customer,Female,High Risk,Middle Aged,Existing
15607713,Kaeppel,Spain,661,1,47,5,0,1,0,1,107243.31,0.98,Active Customer,Male,High Risk,Senior Citizens,Churned
15607827,Nebechukwu,Germany,581,0,57,4,46039.57,2,0,1,64970.62881,0.96,Active Customer,Female,High Risk,Senior Citizens,Churned
15607837,Muriel,France,649,1,40,7,125385.84,1,0,0,164048.539,0.22,Not Active Customer,Male,Retained,Middle Aged,Existing
15607993,Milne,France,728,1,43,4,138535.13,1,1,0,14576.3782,0.94,Not Active Customer,Male,High Risk,Middle Aged,Existing
15608114,Manfrin,Spain,512,0,43,3,0,1,0,0,132179.7062,1,Not Active Customer,Female,High Risk,Middle Aged,Churned
15608387,Fu,France,626,1,51,7,120260.7,1,1,0,64907.98278,0.99,Not Active Customer,Male,High Risk,Senior Citizens,Churned
15608653,Davison,Spain,809,0,39,5,0,1,1,0,77705.75,0.37,Not Active Customer,Female,Retained,Middle Aged,Existing
15608886,Okwudiliolisa,France,639,1,27,8,0,2,1,0,192247.35,0.01,Not Active Customer,Male,Retained,Middle Aged,Existing
15608968,Averyanov,Germany,712,1,27,10,0,1,1,0,94544.88,0.03,Not Active Customer,Male,Retained,Middle Aged,Existing
15609286,Chadwick,France,793,1,56,8,119496.25,2,1,0,29880.99,0.96,Not Active Customer,Male,High Risk,Senior Citizens,Churned
15609510,Gregory,France,625,1,31,4,77743.01,2,1,0,75335.68,0.08,Not Active Customer,Male,Retained,Middle Aged,Existing
15609562,MacDonald,Spain,534,0,46,5,61845.44,1,0,0,170640.5519,1,Not Active Customer,Female,High Risk,Senior Citizens,Churned
15609618,Fanucci,Germany,600,0,27,6,0,2,1,1,172031.22,0.02,Active Customer,Female,Retained,Middle Aged,Existing
15609824,Fedorov,France,542,0,31,3,0,2,1,1,115217.59,0,Active Customer,Female,Retained,Middle Aged,Existing
15609998,Okwudilichukwu,Germany,850,1,37,9,122506.38,1,0,1,199693.84,0.02,Active Customer,Male,Retained,Middle Aged,Existing
15610056,Dufresne,Germany,635,1,31,1,0,2,1,0,135382.23,0.01,Not Active Customer,Male,Retained,Middle Aged,Existing
15610156,Ma,France,450,1,38,7,0,1,1,0,77151.24175,0.47,Not Active Customer,Male,Retained,Middle Aged,Existing
15610337,Stephens,Spain,593,0,45,3,128135.42,1,0,0,125718.3329,0.95,Not Active Customer,Female,High Risk,Senior Citizens,Churned
15610355,Hunter,France,722,0,49,3,168197.66,1,1,0,140765.57,0.99,Not Active Customer,Female,High Risk,Senior Citizens,Churned
15610383,Dumetolisa,France,850,1,53,2,94078.97,2,1,0,36980.54,0.87,Not Active Customer,Male,High Risk,Senior Citizens,Existing
15610446,Chinedum,France,656,0,45,7,137204.32,1,1,0,115514.617,0.98,Not Active Customer,Female,High Risk,Senior Citizens,Churned
15610594,Moss,France,815,0,50,2,121755.29,1,0,0,7693.309783,1,Not Active Customer,Female,High Risk,Senior Citizens,Churned
15610686,Melton,France,579,0,36,1,129179.65,1,0,0,8663.16349,0.94,Not Active Customer,Female,High Risk,Middle Aged,Existing
15611029,Hsiung,Germany,675,1,28,9,0,1,1,0,134110.93,0.18,Not Active Customer,Male,Retained,Middle Aged,Existing
15611088,Genovese,France,534,1,38,3,0,1,0,0,143938.27,0.62,Not Active Customer,Male,Retained,Middle Aged,Existing
15611325,Wood,Germany,614,0,31,4,154155.75,1,1,0,131900.1667,0.66,Not Active Customer,Female,High Risk,Middle Aged,Existing
15611579,Sutherland,Spain,737,0,40,2,162485.8,2,1,0,149381.32,0.15,Not Active Customer,Female,Retained,Middle Aged,Existing
15611759,Simmons,Spain,655,0,51,3,0,2,0,1,15801.02,0.13,Active Customer,Female,Retained,Senior Citizens,Existing
15612050,Castiglione,Spain,750,0,37,1,133199.71,2,1,1,27366.77,0.52,Active Customer,Female,Retained,Middle Aged,Existing
15612064,Tsou,France,723,1,42,2,99095.73,1,1,1,17512.53,0.09,Active Customer,Male,Retained,Middle Aged,Existing
15612071,Wilson,Spain,584,0,57,5,147131.45,1,1,0,87960.47329,0.99,Not Active Customer,Female,High Risk,Senior Citizens,Churned
15612087,Dike,France,678,0,32,5,0,2,1,0,90284.47,0.04,Not Active Customer,Female,Retained,Middle Aged,Existing
15612108,Norman,France,611,1,40,1,0,2,1,1,102547.56,0,Active Customer,Male,Retained,Middle Aged,Existing
15612109,Speth,France,727,1,52,4,0,2,1,1,118429.02,0.03,Active Customer,Male,Retained,Senior Citizens,Existing
15612187,Morin,Germany,662,1,20,9,104508.77,2,0,0,73107.53,0.04,Not Active Customer,Male,Retained,Young Dependant,Existing
15612193,Hsia,Spain,582,1,41,4,83951.14,1,0,0,172919.0394,0.81,Not Active Customer,Male,High Risk,Middle Aged,Existing
15612350,Taylor,France,665,0,42,2,107475.77,2,0,0,185482.0101,0.98,Not Active Customer,Female,High Risk,Middle Aged,Churned
15612494,Panicucci,France,520,1,53,7,107738.14,1,1,0,94961.60571,1,Not Active Customer,Male,High Risk,Senior Citizens,Churned
15612525,Preston,France,561,0,39,2,74754.83,1,0,1,111688.5172,0.94,Active Customer,Female,High Risk,Middle Aged,Existing
15612627,Ozuluonye,Germany,649,0,43,4,109527.95,1,1,0,38002.20254,1,Not Active Customer,Female,High Risk,Middle Aged,Churned
15612771,Bell,France,589,0,56,1,116097.54,2,0,1,25790.00379,0.83,Active Customer,Female,High Risk,Senior Citizens,Existing
15612776,McKay,Spain,590,0,44,6,116173.61,1,1,0,43212.72176,1,Not Active Customer,Female,High Risk,Middle Aged,Churned
15612966,Milani,Germany,647,0,49,2,0,1,0,0,173854.3058,1,Not Active Customer,Female,High Risk,Senior Citizens,Churned
15613085,Ibrahimova,Spain,488,0,39,9,140553.46,1,0,0,12440.44,0.02,Not Active Customer,Female,Retained,Middle Aged,Existing
15613097,Kao,France,494,1,40,7,0,2,0,1,158071.69,0.01,Active Customer,Male,Retained,Middle Aged,Existing
15613141,Hsu,France,517,0,45,4,0,1,0,0,172674.36,1,Not Active Customer,Female,High Risk,Senior Citizens,Churned
15613172,Sun,Germany,616,0,44,1,120175.95,1,1,0,88052.35527,1,Not Active Customer,Female,High Risk,Middle Aged,Churned
15613189,Browne,France,620,0,34,8,102251.57,1,1,0,120672.09,0.34,Not Active Customer,Female,Retained,Middle Aged,Existing
15613282,Vorobyova,France,762,0,55,8,117255.6,3,1,0,94049.60459,1,Not Active Customer,Female,High Risk,Senior Citizens,Churned
15613319,Rice,France,728,0,42,4,80980.97,1,1,0,114983.9135,0.92,Not Active Customer,Female,High Risk,Middle Aged,Existing
15613326,Gow,France,633,0,33,4,92855.02,1,1,1,159813.18,0,Active Customer,Female,Retained,Middle Aged,Existing
15613471,Wiley,Germany,683,0,39,2,47685.47,2,1,1,86019.48,0.12,Active Customer,Female,Retained,Middle Aged,Existing
15613630,Tang,France,689,0,29,1,77556.79,2,1,1,122998.26,0.05,Active Customer,Female,Retained,Middle Aged,Existing
15613656,Lombardi,France,574,1,30,5,120355,1,1,0,137793.35,0.08,Not Active Customer,Male,Retained,Middle Aged,Existing
15613712,Boag,Spain,781,0,65,3,111267.9,1,1,0,36795.82736,0.98,Not Active Customer,Female,High Risk,Old dependants,Churned
15613713,Kozlova,France,615,1,51,6,81818.49,1,1,1,169149.38,0.01,Active Customer,Male,Retained,Senior Citizens,Existing
15613749,Lees,Spain,812,1,32,5,133050.97,2,1,0,89385.92,0,Not Active Customer,Male,Retained,Middle Aged,Existing
15613772,Dalrymple,France,601,0,41,3,0,2,1,0,54342.83,0.02,Not Active Customer,Female,Retained,Middle Aged,Existing
15613786,Ogbonnaya,Spain,755,1,42,2,119919.12,1,1,0,156868.21,0.54,Not Active Customer,Male,Retained,Middle Aged,Existing
15613844,Murphy,France,697,0,38,1,182065.85,1,1,0,49503.5,0.99,Not Active Customer,Female,High Risk,Middle Aged,Churned
15613854,Mauldon,Spain,563,0,35,2,183572.84,1,1,1,66006.75,0.57,Active Customer,Female,Retained,Middle Aged,Existing
15613880,Higinbotham,Spain,786,1,40,6,0,2,0,0,41248.8,0.01,Not Active Customer,Male,Retained,Middle Aged,Existing
15614034,Martin,Germany,561,1,29,9,120268.13,1,1,1,173870.39,0.02,Active Customer,Male,Retained,Middle Aged,Existing
15614049,Hu,France,752,0,44,6,0,2,0,1,126217.4691,0.95,Active Customer,Female,High Risk,Middle Aged,Churned
15614215,Oguejiofor,France,589,0,43,2,0,1,0,0,190958.2883,1,Not Active Customer,Female,High Risk,Middle Aged,Churned
15614220,Benson,France,583,0,29,10,0,2,1,1,111285.85,0,Active Customer,Female,Retained,Middle Aged,Existing
15614782,Hao,France,743,0,35,5,115752.19,1,0,0,58245.49957,0.8,Not Active Customer,Female,High Risk,Middle Aged,Existing
15614818,Trevisani,Spain,696,1,22,9,149777,1,1,1,198032.93,0,Active Customer,Male,Retained,Young Dependant,Existing
15614929,Cheng,Germany,665,0,35,5,0,2,0,0,2447.550928,0.53,Not Active Customer,Female,Retained,Middle Aged,Existing
15614934,McEwan,Germany,698,0,43,9,124133.22,1,1,0,172213.266,0.8,Not Active Customer,Female,High Risk,Middle Aged,Existing
15615012,Fan,France,605,0,34,6,146051.68,1,1,0,64632.07212,0.96,Not Active Customer,Female,High Risk,Middle Aged,Churned
15615020,Nnaife,Germany,735,0,33,4,0,2,1,0,149474.69,0.01,Not Active Customer,Female,Retained,Middle Aged,Existing
15615029,Munro,Spain,824,0,38,3,0,2,1,0,192800.25,0.04,Not Active Customer,Female,Retained,Middle Aged,Existing
15615032,Peng,Spain,632,0,65,6,136647.01,1,0,1,66795.90828,0.26,Active Customer,Female,Retained,Old dependants,Existing
15615096,Costa,France,599,1,40,10,137456.28,2,1,1,14113.11,0,Active Customer,Male,Retained,Middle Aged,Existing
15615456,Aleksandrova,France,664,0,36,0,103502.22,1,1,1,146191.82,0,Active Customer,Female,Retained,Middle Aged,Existing
15615457,Burns,Spain,674,0,31,1,0,1,1,0,128954.05,0.58,Not Active Customer,Female,Retained,Middle Aged,Existing
15615575,Vial,France,602,0,39,4,79230.99,1,0,0,38548.11522,0.77,Not Active Customer,Female,High Risk,Middle Aged,Existing
15615624,De Salis,France,789,0,37,6,110689.07,1,1,1,71121.04,0.87,Active Customer,Female,High Risk,Middle Aged,Existing
15616280,Hsia,France,581,1,37,7,0,2,1,1,74320.75,0,Active Customer,Male,Retained,Middle Aged,Existing
15616330,Liao,France,624,0,43,5,146835.33,1,1,1,54496.00884,0.47,Active Customer,Female,Retained,Middle Aged,Existing
15616380,Wheeler,Spain,577,1,31,6,0,1,1,1,196395.25,0.16,Active Customer,Male,Retained,Middle Aged,Existing
15616451,Genovese,France,672,0,49,4,88159.82,2,0,0,7166.042572,1,Not Active Customer,Female,High Risk,Senior Citizens,Churned
15616529,Hsieh,Spain,585,0,50,4,116846.18,1,0,0,146173.2512,1,Not Active Customer,Female,High Risk,Senior Citizens,Churned
15616550,Chidiebele,Germany,639,0,54,2,0,2,1,1,53843.71,0,Active Customer,Female,Retained,Senior Citizens,Existing
15616709,Bunton,Germany,558,0,50,2,143124.94,1,1,0,1746.289748,0.98,Not Active Customer,Female,High Risk,Senior Citizens,Churned
15616931,Moore,France,625,0,36,8,129944.39,2,0,0,198914.8,0.02,Not Active Customer,Female,Retained,Middle Aged,Existing
15617078,Ewing,France,632,1,42,4,126115.6,1,1,0,100998.5,0.95,Not Active Customer,Male,High Risk,Middle Aged,Churned
15617136,Mazzanti,Germany,725,1,41,7,113980.21,1,1,1,116704.25,0,Active Customer,Male,Retained,Middle Aged,Existing
15617518,Hu,Germany,614,0,41,7,146997.64,2,0,0,137791.18,0.72,Not Active Customer,Female,High Risk,Middle Aged,Existing
15617603,Mackay,Germany,619,1,44,3,116967.68,1,1,0,5075.17,0.76,Not Active Customer,Male,High Risk,Middle Aged,Existing
15617617,Stewart,Spain,525,1,36,2,114628.4,1,0,1,168290.06,0.12,Active Customer,Male,Retained,Middle Aged,Existing
15617648,Mikkelsen,France,700,0,44,2,58781.76,1,1,0,16874.92,0.95,Not Active Customer,Female,High Risk,Middle Aged,Churned
15617705,Ozioma,France,847,1,66,7,123760.68,1,0,1,53157.16,0.01,Active Customer,Male,Retained,Old dependants,Existing
15617934,Septimus,France,642,0,56,6,103244.86,2,1,0,143049.72,0.98,Not Active Customer,Female,High Risk,Senior Citizens,Churned
15617982,Pirozzi,Spain,655,1,52,9,144696.75,1,1,1,49025.79,0.53,Active Customer,Male,Retained,Senior Citizens,Existing
15618018,Dickson,France,756,1,40,3,0,1,1,0,121852.4079,0.84,Not Active Customer,Male,High Risk,Middle Aged,Existing
15618182,Ndubueze,France,590,0,34,6,0,2,1,0,171021.44,0.03,Not Active Customer,Female,Retained,Middle Aged,Existing
15618314,Chu,France,635,1,50,7,159453.64,2,0,0,54560.79,0.9,Not Active Customer,Male,High Risk,Senior Citizens,Existing
15618581,Diribe,Spain,738,0,43,5,130784.67,1,0,1,3114.038116,0.99,Active Customer,Female,High Risk,Middle Aged,Churned
15618926,Nwachukwu,Spain,621,1,41,5,104631.67,1,1,1,95551.22,0,Active Customer,Male,Retained,Middle Aged,Existing
15619029,Bykov,Spain,420,0,34,1,135549.9,1,0,0,149471.13,0.98,Not Active Customer,Female,High Risk,Middle Aged,Churned
15619304,Onio,France,503,1,32,9,100262.88,2,1,1,157921.25,0,Active Customer,Male,Retained,Middle Aged,Existing
15619343,Mahmood,France,714,0,49,5,140510.89,1,1,0,141914.94,1,Not Active Customer,Female,High Risk,Senior Citizens,Churned
15619360,Hsiao,Spain,577,1,40,2,91269.78,1,1,0,190717.9879,0.43,Not Active Customer,Male,Retained,Middle Aged,Existing
15619529,Ndukaku,Spain,487,0,40,5,0,1,0,0,77910.1481,0.98,Not Active Customer,Female,High Risk,Middle Aged,Churned
15619626,Wade,France,658,0,47,6,126252.53,1,0,0,133197.809,1,Not Active Customer,Female,High Risk,Senior Citizens,Churned
15619708,Harker,France,559,0,35,3,106105.22,2,1,0,45998.80032,0.52,Not Active Customer,Female,Retained,Middle Aged,Existing
15619857,Crawford,France,568,0,29,2,129177.01,2,0,1,104617.99,0.04,Active Customer,Female,Retained,Middle Aged,Existing
15619889,Vasin,France,680,1,34,6,146422.22,1,1,0,67142.97,0.96,Not Active Customer,Male,High Risk,Middle Aged,Churned
15619935,Vanmeter,Spain,520,1,35,9,105387.89,1,1,1,25059.06,0.05,Active Customer,Male,Retained,Middle Aged,Existing
15619955,Bevington,Germany,790,0,41,2,126619.27,1,1,0,198224.38,0.18,Not Active Customer,Female,Retained,Middle Aged,Existing
15620204,Walker,Germany,687,0,47,1,91488.37,1,0,0,158645.9516,0.99,Not Active Customer,Female,High Risk,Senior Citizens,Churned
15620344,McKee,France,635,0,41,4,140400.46,1,1,0,813.7492096,0.94,Not Active Customer,Female,High Risk,Middle Aged,Existing
15620505,Celis,Spain,687,0,48,4,0,1,1,0,4675.222723,0.99,Not Active Customer,Female,High Risk,Senior Citizens,Churned
15620507,Siciliani,Germany,658,0,32,9,0,2,1,0,156774.75,0.22,Not Active Customer,Female,Retained,Middle Aged,Existing
15620981,Wickham,France,570,1,21,7,116099.82,1,1,1,148087.62,0,Active Customer,Male,Retained,Young Dependant,Existing
15621075,Ogbonnaya,Germany,537,1,47,10,0,2,0,1,25482.62,0.01,Active Customer,Male,Retained,Senior Citizens,Existing
15621210,Angelo,Germany,397,0,39,0,111523.27,1,1,0,173229.663,0.92,Not Active Customer,Female,High Risk,Middle Aged,Existing
15621353,Hudson,Spain,616,1,23,8,73112.95,1,1,1,62733.05,0,Active Customer,Male,Retained,Young Dependant,Existing
15621432,Lee,Spain,813,0,29,5,106059.4,1,0,0,187976.88,0.98,Not Active Customer,Female,High Risk,Middle Aged,Churned
15621629,Scott,Germany,564,1,31,4,0,2,1,0,53520.03,0,Not Active Customer,Male,Retained,Middle Aged,Existing
15621653,Rice,France,677,0,24,0,148298.59,2,0,0,182913.95,0.47,Not Active Customer,Female,Retained,Young Dependant,Existing
15621687,Mackay,France,585,1,36,10,0,2,1,1,180318.6,0,Active Customer,Male,Retained,Middle Aged,Existing
15621893,Bellucci,France,550,0,43,9,0,1,1,0,149678.397,0.98,Not Active Customer,Female,High Risk,Middle Aged,Churned
15622003,Carslaw,France,677,0,25,3,0,2,1,0,179608.96,0.05,Not Active Customer,Female,Retained,Middle Aged,Existing
15622017,Bruno,Spain,850,1,35,7,110349.82,1,0,0,126355.8,0,Not Active Customer,Male,Retained,Middle Aged,Existing
15622217,Tu,France,664,0,46,4,129130.01,3,1,1,46868.36697,1,Active Customer,Female,High Risk,Senior Citizens,Churned
15622454,Zaitsev,Spain,672,0,21,3,165878.76,2,1,1,164537.17,0.19,Active Customer,Female,Retained,Young Dependant,Existing
15622750,Chu,Germany,584,0,50,3,0,1,0,0,197929.5337,0.99,Not Active Customer,Female,High Risk,Senior Citizens,Churned
15622834,Stevenson,France,669,1,37,1,125529.55,1,1,1,162260.93,0,Active Customer,Male,Retained,Middle Aged,Existing
15622897,Sharpe,France,530,0,29,5,0,2,0,0,121451.21,0.01,Not Active Customer,Female,Retained,Middle Aged,Existing
15622911,Jude,France,497,1,35,7,110053.62,2,1,1,92887.06,0.01,Active Customer,Male,Retained,Middle Aged,Existing
15622993,Boyd,Germany,573,0,33,0,90124.64,1,1,0,137476.71,0,Not Active Customer,Female,Retained,Middle Aged,Existing
15623196,Morley,France,724,0,48,6,110463.25,2,1,1,80552.11,0.87,Active Customer,Female,High Risk,Senior Citizens,Existing
15623277,Ross,France,624,1,47,6,173583.83,1,1,0,167068.4068,0.88,Not Active Customer,Male,High Risk,Senior Citizens,Existing
15623430,Hill,France,850,1,36,1,104077.19,2,0,1,68594,0.01,Active Customer,Male,Retained,Middle Aged,Existing
15623471,Marcelo,Germany,367,1,42,6,93608.28,1,1,0,168816.73,0.2,Not Active Customer,Male,Retained,Middle Aged,Existing
15623521,Sozonov,Spain,717,0,28,9,82498.14,2,0,0,40437.67,0,Not Active Customer,Female,Retained,Middle Aged,Existing
15623560,Onyekachukwu,France,632,0,48,7,106042.7,1,1,0,92381.98971,0.99,Not Active Customer,Female,High Risk,Senior Citizens,Churned
15623595,Clayton,Spain,726,0,38,4,0,2,0,0,6787.48,0.54,Not Active Customer,Female,Retained,Middle Aged,Existing
15623644,Frolov,Spain,561,1,37,4,101470.29,1,0,1,88838.14,0,Active Customer,Male,Retained,Middle Aged,Existing
15623647,Dellucci,Spain,650,1,45,4,101685.83,1,0,1,178057.1688,0.98,Active Customer,Male,High Risk,Senior Citizens,Churned
15623791,Padovesi,Spain,652,1,30,2,176166.56,2,1,1,152210.81,0.01,Active Customer,Male,Retained,Middle Aged,Existing
15623828,Akobundu,France,714,1,40,9,46520.69,1,1,1,96687.25,0,Active Customer,Male,Retained,Middle Aged,Existing
15623927,Alexander,France,602,0,72,3,0,2,1,1,171260.66,0.02,Active Customer,Female,Retained,Old dependants,Existing
15623944,T'ien,Spain,574,1,44,7,116638.05,2,1,0,128354.5552,0.96,Not Active Customer,Male,High Risk,Middle Aged,Churned
15624068,Fu,France,632,1,47,7,63042.06,1,1,0,131219.0969,0.4,Not Active Customer,Male,Retained,Senior Citizens,Existing
15624170,Tan,France,729,1,57,5,106936.37,1,0,0,25848.77134,1,Not Active Customer,Male,High Risk,Senior Citizens,Churned
15624188,Chiu,France,526,1,31,5,145537.21,1,1,0,132404.64,0.05,Not Active Customer,Male,Retained,Middle Aged,Existing
15624229,Noble,France,443,1,50,3,117206.3,1,1,0,42840.18,1,Not Active Customer,Male,High Risk,Senior Citizens,Churned
15624293,Mironova,France,645,0,24,3,34547.82,1,1,1,11638.17,0.07,Active Customer,Female,Retained,Young Dependant,Existing
15624347,Fokine,France,601,0,46,5,0,1,1,0,100531.1988,0.98,Not Active Customer,Female,High Risk,Senior Citizens,Churned
15624388,Henderson,Germany,508,1,28,0,96213.82,2,1,0,147913.56,0,Not Active Customer,Male,Retained,Middle Aged,Existing
15624391,Thomson,Spain,612,0,41,1,98603.38,1,1,0,39743.72367,0.95,Not Active Customer,Female,High Risk,Middle Aged,Churned
15624428,Longo,Germany,714,1,54,4,137986.58,2,0,1,51308.54,0.11,Active Customer,Male,Retained,Senior Citizens,Existing
15624528,L?,Germany,691,0,47,8,114958.73,1,0,0,139600.296,1,Not Active Customer,Female,High Risk,Senior Citizens,Churned
15624592,Tan,France,575,0,31,7,126140.76,1,0,0,158684.3744,0.28,Not Active Customer,Female,Retained,Middle Aged,Existing
15624623,Hs?,France,841,1,31,2,0,2,1,0,173240.52,0.04,Not Active Customer,Male,Retained,Middle Aged,Existing
15624633,Kibby,France,698,1,31,1,156111.24,1,0,0,134790.74,0.16,Not Active Customer,Male,Retained,Middle Aged,Existing
15624729,Tsao,France,665,1,25,7,90920.75,1,0,1,112256.57,0,Active Customer,Male,Retained,Middle Aged,Existing
15624781,Mbanefo,France,611,0,53,2,122283.55,1,1,0,81679.76842,1,Not Active Customer,Female,High Risk,Senior Citizens,Churned
15625021,Hung,France,652,0,36,4,0,1,0,0,41552.93106,0.89,Not Active Customer,Female,High Risk,Middle Aged,Existing
15625047,Yen,France,636,0,47,6,130778.82,1,0,1,132008.3827,0.88,Active Customer,Female,High Risk,Senior Citizens,Existing
15625080,Parkin,Spain,589,1,28,7,0,2,1,0,151645.96,0,Not Active Customer,Male,Retained,Middle Aged,Existing
15625426,Ashbolt,Germany,714,0,54,4,0,1,1,0,136703.5673,1,Not Active Customer,Female,High Risk,Senior Citizens,Churned
15625461,Amos,France,751,0,44,10,0,2,1,0,170634.49,0.33,Not Active Customer,Female,Retained,Middle Aged,Existing
15625524,Rowe,France,678,1,47,6,77178.64,2,1,0,35568.64221,0.2,Not Active Customer,Male,Retained,Senior Citizens,Existing
15625623,Stevenson,France,506,1,37,5,0,2,1,1,127543.81,0,Active Customer,Male,Retained,Middle Aged,Existing
15625641,Forbes,Germany,670,0,41,4,178576.98,2,0,0,15676.09142,0.99,Not Active Customer,Female,High Risk,Middle Aged,Churned
15625698,Dumetochukwu,Spain,755,1,38,9,148912.44,1,1,0,80416.16,0.03,Not Active Customer,Male,Retained,Middle Aged,Existing
15625759,Rowley,France,638,0,27,7,127480.74,1,1,0,152782.0155,0.94,Not Active Customer,Female,High Risk,Middle Aged,Existing
15625824,Kornilova,Spain,790,1,37,8,0,2,1,1,149418.41,0,Active Customer,Male,Retained,Middle Aged,Existing
15625881,Koehler,Germany,443,0,35,9,108308,1,1,0,129031.19,0.73,Not Active Customer,Female,High Risk,Middle Aged,Existing
15625904,Wang,France,546,1,45,3,123231.79,1,0,0,160269.4454,0.99,Not Active Customer,Male,High Risk,Senior Citizens,Churned
15625916,Chien,Spain,452,0,44,6,0,1,1,0,77667.78041,0.87,Not Active Customer,Female,High Risk,Middle Aged,Existing
15625942,McDonald,Spain,613,0,41,2,73173.41,1,1,0,41862.45264,0.94,Not Active Customer,Female,High Risk,Middle Aged,Existing
15625944,Buccho,France,605,1,39,6,111169.91,1,0,0,9641.4,0.49,Not Active Customer,Male,Retained,Middle Aged,Existing
15626114,Pearson,France,721,0,36,2,0,2,1,1,106977.8,0.01,Active Customer,Female,Retained,Middle Aged,Existing
15626144,Chu,France,605,0,38,5,113084.82,1,0,0,190274.8462,1,Not Active Customer,Female,High Risk,Middle Aged,Churned
15626147,Maclean,France,671,1,36,2,127723.29,1,1,0,26081.07462,0.93,Not Active Customer,Male,High Risk,Middle Aged,Existing
15626485,Lu,France,731,1,31,1,132512.26,1,1,1,185466.85,0.01,Active Customer,Male,Retained,Middle Aged,Existing
15626578,Milne,France,681,0,43,8,154100.3,1,0,0,114659.81,0.7,Not Active Customer,Female,High Risk,Middle Aged,Existing
15626608,Howarde,Spain,562,1,31,4,127237.25,2,0,1,143317.42,0,Active Customer,Male,Retained,Middle Aged,Existing
15626684,Huang,France,655,1,37,5,93147,2,1,0,66214.13,0.05,Not Active Customer,Male,Retained,Middle Aged,Existing
15626710,Yudina,France,539,0,22,0,100885.93,2,1,1,38772.65,0,Active Customer,Female,Retained,Young Dependant,Existing
15626742,Carpenter,France,695,1,52,4,138042.79,1,0,1,50997.15173,0.96,Active Customer,Male,High Risk,Senior Citizens,Churned
